"No.","Time","Delta","Source","Destination","Protocol","Length","TCP Segment Len","Time to Live","Info"
"1682","11.486769","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1683","11.486770","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1684","11.486770","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1685","11.486770","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1686","11.486771","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1687","11.486771","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1688","11.486771","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1689","11.486772","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1690","11.486772","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1691","11.486772","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1692","11.486772","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1693","11.486773","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1694","11.486773","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1695","11.486773","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1696","11.486773","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1697","11.486774","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1698","11.486774","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1699","11.486774","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1700","11.486774","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1701","11.486775","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1702","11.486775","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1703","11.486775","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1704","11.486776","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1705","11.486776","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1706","11.486776","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1707","11.486777","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1708","11.486777","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1709","11.486777","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1710","11.486777","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1711","11.486778","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1712","11.486778","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1713","11.486778","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1714","11.486779","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1715","11.486809","0.000030","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#329] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1597858 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1716","11.486816","0.000007","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#330] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1599318 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1717","11.486858","0.000042","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#331] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1600778 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1718","11.486865","0.000007","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#332] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1602238 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1719","11.486910","0.000045","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#333] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1603698 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1720","11.486916","0.000006","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#334] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1605158 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1721","11.486957","0.000041","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#335] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1606618 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1722","11.486964","0.000007","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#336] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1608078 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1723","11.487004","0.000040","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#337] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1609538 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1724","11.487010","0.000006","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#338] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1610998 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1725","11.487051","0.000041","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#339] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1612458 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1726","11.487058","0.000007","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#340] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1613918 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1727","11.487097","0.000039","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#341] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1615378 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1728","11.487104","0.000007","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#342] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1616838 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1729","11.487144","0.000040","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#343] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1618298 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1730","11.487151","0.000007","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#344] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1619758 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1731","11.487191","0.000040","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#345] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1621218 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1732","11.487198","0.000007","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#346] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1622678 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1733","11.487239","0.000041","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#347] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1624138 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1734","11.487247","0.000008","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#348] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1625598 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1735","11.487288","0.000041","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#349] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1627058 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1736","11.487295","0.000007","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#350] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1628518 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1737","11.487335","0.000040","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#351] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1629978 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1738","11.487342","0.000007","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#352] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1631438 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1739","11.487387","0.000045","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#353] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1632898 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1740","11.487395","0.000008","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#354] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1634358 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1741","11.487436","0.000041","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#355] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1635818 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1742","11.487444","0.000008","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#356] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1637278 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1743","11.487484","0.000040","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#357] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1638738 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1744","11.487491","0.000007","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#358] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1640198 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1745","11.487531","0.000040","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#359] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1641658 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1746","11.487538","0.000007","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#360] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1643118 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1747","11.487600","0.000062","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#361] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1644578 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1748","11.487606","0.000006","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#362] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1646038 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1749","11.487647","0.000041","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#363] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1647498 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1750","11.487653","0.000006","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#364] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1648958 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1751","11.487692","0.000039","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#365] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1650418 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1752","11.487699","0.000007","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#366] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1651878 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1753","11.487739","0.000040","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#367] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1653338 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1754","11.487745","0.000006","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#368] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1654798 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1755","11.487785","0.000040","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#369] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1656258 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1756","11.487792","0.000007","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#370] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1657718 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1757","11.487885","0.000093","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1758","11.487886","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1759","11.487886","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1760","11.487886","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1761","11.487899","0.000013","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#371] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1659178 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1762","11.487905","0.000006","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#372] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1660638 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1763","11.487946","0.000041","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#373] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1662098 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1764","11.487952","0.000006","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#374] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1663558 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1765","11.489539","0.001587","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1766","11.489557","0.000018","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#375] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1665018 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1767","11.495297","0.005740","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1768","11.495297","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1769","11.495298","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1770","11.495298","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1771","11.495298","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1772","11.495298","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1773","11.495299","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1774","11.495299","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1775","11.495327","0.000028","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#376] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1666478 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1776","11.495335","0.000008","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#377] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1667938 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1777","11.495406","0.000071","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#378] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1669398 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1778","11.495413","0.000007","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#379] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1670858 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1779","11.495461","0.000048","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#380] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1672318 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1780","11.495474","0.000013","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#381] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1673778 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1781","11.495516","0.000042","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#382] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1675238 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1782","11.495523","0.000007","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#383] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1676698 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1783","11.495610","0.000087","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1784","11.495611","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1785","11.495612","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1786","11.495612","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1787","11.495612","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1788","11.495612","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1789","11.495613","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1790","11.495613","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1791","11.495613","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1792","11.495613","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1793","11.495614","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1794","11.495614","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1795","11.495632","0.000018","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#384] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1678158 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1796","11.495637","0.000005","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#385] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1679618 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1797","11.495684","0.000047","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#386] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1681078 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1798","11.495690","0.000006","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#387] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1682538 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1799","11.495729","0.000039","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#388] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1683998 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1800","11.495736","0.000007","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#389] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1685458 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1801","11.495785","0.000049","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#390] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1686918 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1802","11.495792","0.000007","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#391] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1688378 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1803","11.495845","0.000053","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#392] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1689838 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1804","11.495852","0.000007","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#393] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1691298 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1805","11.495907","0.000055","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#394] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1692758 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1806","11.495914","0.000007","192.168.1.10","10.0.0.2","TCP","82","0","128","[TCP Dup ACK 1016#395] 49844  >  445 [ACK] Seq=9042 Ack=1048898 Win=1016064 Len=0 SLE=1590558 SRE=1694218 SLE=1050358 SRE=1402218 SLE=1448938 SRE=1570118"
"1807","11.496018","0.000104","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1808","11.496018","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1809","11.496018","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1810","11.496019","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1811","11.496019","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1812","11.496019","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1813","11.496019","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1814","11.496020","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1815","11.496020","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1816","11.496020","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1817","11.496021","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1818","11.496021","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1819","11.496021","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1820","11.496022","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1821","11.496022","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1822","11.496022","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1823","11.496023","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1824","11.496023","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"1825","11.496023","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
