"No.","Time","Delta","Source","Destination","Protocol","Length","TCP Segment Len","Time to Live","Identification","Info"
"5392","0.091586","0.000001","91.211.7.53","10.0.64.129","TCP","64","0","122","0x0100 (256)","15371  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5393","0.091588","0.000001","91.211.6.228","10.0.64.129","TCP","64","0","122","0x0100 (256)","15290  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5394","0.091589","0.000001","91.211.7.64","10.0.64.129","TCP","64","0","122","0x0100 (256)","15382  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5395","0.091806","0.000216","91.211.7.55","10.0.64.129","TCP","64","0","122","0x0100 (256)","15373  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5396","0.091808","0.000001","147.227.18.46","10.0.64.129","TCP","64","0","118","0x0100 (256)","17996  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5397","0.091809","0.000001","142.142.29.235","10.0.64.129","TCP","64","0","113","0x0100 (256)","16916  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5398","0.091811","0.000001","142.142.29.236","10.0.64.129","TCP","64","0","113","0x0100 (256)","16917  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5399","0.091813","0.000001","91.211.7.18","10.0.64.129","TCP","64","0","122","0x0100 (256)","15336  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5400","0.091815","0.000001","142.142.29.173","10.0.64.129","TCP","64","0","113","0x0100 (256)","16854  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5401","0.091816","0.000001","147.227.18.65","10.0.64.129","TCP","64","0","118","0x0100 (256)","18015  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5402","0.091818","0.000001","91.211.6.203","10.0.64.129","TCP","64","0","122","0x0100 (256)","15265  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5403","0.092015","0.000196","207.123.56.112","212.29.40.7","TCP","1522","1448","57","0xc29b (49819)","443  >  42970 [ACK] Seq=1 Ack=1 Win=62 Len=1448 TSval=1842336931 TSecr=912713946"
"5404","0.092027","0.000012","207.123.56.112","212.29.40.7","TCP","1522","1448","57","0xc29c (49820)","443  >  42970 [ACK] Seq=1449 Ack=1 Win=62 Len=1448 TSval=1842336931 TSecr=912713946"
"5405","0.092029","0.000001","142.142.29.237","10.0.64.129","TCP","64","0","113","0x0100 (256)","16918  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5406","0.092029","0.000000","147.227.18.84","10.0.64.129","TCP","64","0","118","0x0100 (256)","18034  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5407","0.092029","0.000000","212.172.20.75","10.0.64.129","TCP","64","0","123","0x0100 (256)","16682  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5408","0.092030","0.000000","147.227.18.59","10.0.64.129","TCP","64","0","118","0x0100 (256)","18009  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5409","0.092030","0.000000","212.172.20.69","10.0.64.129","TCP","64","0","123","0x0100 (256)","16676  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5410","0.092031","0.000000","147.227.18.80","10.0.64.129","TCP","64","0","118","0x0100 (256)","18030  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5411","0.092031","0.000000","147.227.18.86","10.0.64.129","TCP","64","0","118","0x0100 (256)","18036  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5412","0.092032","0.000000","44.204.16.66","10.0.64.129","TCP","64","0","115","0x0100 (256)","16681  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5413","0.092032","0.000000","44.204.16.67","10.0.64.129","TCP","64","0","115","0x0100 (256)","16682  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5414","0.092033","0.000000","123.83.1.216","10.0.64.129","TCP","64","0","114","0x0100 (256)","15470  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5415","0.092034","0.000000","212.172.20.76","10.0.64.129","TCP","64","0","123","0x0100 (256)","16683  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5416","0.092034","0.000000","212.172.20.37","10.0.64.129","TCP","64","0","123","0x0100 (256)","16644  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5417","0.092088","0.000053","147.227.18.115","10.0.64.129","TCP","64","0","118","0x0100 (256)","18065  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5418","0.092090","0.000001","147.227.18.119","10.0.64.129","TCP","64","0","118","0x0100 (256)","18069  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5419","0.092092","0.000001","206.126.37.60","10.0.64.129","TCP","64","0","117","0x0100 (256)","19573  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5420","0.092093","0.000001","172.212.18.184","10.0.64.129","TCP","64","0","123","0x0100 (256)","17919  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5421","0.092095","0.000001","206.126.37.65","10.0.64.129","TCP","64","0","117","0x0100 (256)","19578  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5422","0.092281","0.000186","147.227.18.132","10.0.64.129","TCP","64","0","118","0x0100 (256)","18082  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5423","0.092283","0.000001","147.227.18.5","10.0.64.129","TCP","64","0","118","0x0100 (256)","17955  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5424","0.092285","0.000001","75.75.6.168","10.0.64.129","TCP","64","0","106","0x0100 (256)","15694  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5425","0.092287","0.000001","91.211.6.225","10.0.64.129","TCP","64","0","122","0x0100 (256)","15287  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5426","0.092288","0.000001","91.211.6.251","10.0.64.129","TCP","64","0","122","0x0100 (256)","15313  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5427","0.092290","0.000001","91.211.7.32","10.0.64.129","TCP","64","0","122","0x0100 (256)","15350  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5428","0.092292","0.000001","91.211.7.75","10.0.64.129","TCP","64","0","122","0x0100 (256)","15393  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5429","0.092293","0.000001","212.172.20.51","10.0.64.129","TCP","64","0","123","0x0100 (256)","16658  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5430","0.092392","0.000098","147.227.18.9","10.0.64.129","TCP","64","0","118","0x0100 (256)","17959  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5431","0.092394","0.000001","212.172.20.50","10.0.64.129","TCP","64","0","123","0x0100 (256)","16657  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5432","0.092396","0.000001","172.212.18.192","10.0.64.129","TCP","64","0","123","0x0100 (256)","17927  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5433","0.092397","0.000001","212.172.20.48","10.0.64.129","TCP","64","0","123","0x0100 (256)","16655  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5434","0.092399","0.000001","91.211.7.43","10.0.64.129","TCP","64","0","122","0x0100 (256)","15361  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5435","0.092401","0.000001","91.211.7.6","10.0.64.129","TCP","64","0","122","0x0100 (256)","15324  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5436","0.092403","0.000001","44.204.16.51","10.0.64.129","TCP","64","0","115","0x0100 (256)","16666  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5437","0.092404","0.000001","212.172.20.64","10.0.64.129","TCP","64","0","123","0x0100 (256)","16671  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5438","0.092406","0.000001","75.75.6.174","10.0.64.129","TCP","64","0","106","0x0100 (256)","15700  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5439","0.092408","0.000001","91.211.6.180","10.0.64.129","TCP","64","0","122","0x0100 (256)","15242  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5440","0.092410","0.000001","147.227.18.154","10.0.64.129","TCP","64","0","118","0x0100 (256)","18104  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5441","0.092411","0.000001","147.227.18.158","10.0.64.129","TCP","64","0","118","0x0100 (256)","18108  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5442","0.092413","0.000001","212.172.20.56","10.0.64.129","TCP","64","0","123","0x0100 (256)","16663  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5443","0.092620","0.000206","212.172.20.57","10.0.64.129","TCP","64","0","123","0x0100 (256)","16664  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5444","0.092622","0.000001","91.211.7.48","10.0.64.129","TCP","64","0","122","0x0100 (256)","15366  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5445","0.092623","0.000001","91.211.7.11","10.0.64.129","TCP","64","0","122","0x0100 (256)","15329  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5446","0.092625","0.000001","172.212.18.250","10.0.64.129","TCP","64","0","123","0x0100 (256)","17985  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5447","0.092787","0.000161","147.227.18.161","10.0.64.129","TCP","64","0","118","0x0100 (256)","18111  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5448","0.092789","0.000001","91.211.7.8","10.0.64.129","TCP","64","0","122","0x0100 (256)","15326  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5449","0.092790","0.000001","123.83.1.210","10.0.64.129","TCP","64","0","114","0x0100 (256)","15464  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5450","0.092792","0.000001","91.211.7.71","10.0.64.129","TCP","64","0","122","0x0100 (256)","15389  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5451","0.092794","0.000001","91.211.7.60","10.0.64.129","TCP","64","0","122","0x0100 (256)","15378  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5452","0.092796","0.000001","91.211.7.73","10.0.64.129","TCP","64","0","122","0x0100 (256)","15391  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5453","0.092797","0.000001","147.227.18.101","10.0.64.129","TCP","64","0","118","0x0100 (256)","18051  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5454","0.092799","0.000001","91.211.7.100","10.0.64.129","TCP","64","0","122","0x0100 (256)","15418  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5455","0.093007","0.000208","91.211.7.76","10.0.64.129","TCP","64","0","122","0x0100 (256)","15394  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5456","0.093009","0.000001","91.211.7.106","10.0.64.129","TCP","64","0","122","0x0100 (256)","15424  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5457","0.093011","0.000001","212.172.20.74","10.0.64.129","TCP","64","0","123","0x0100 (256)","16681  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5458","0.093012","0.000001","91.211.7.78","10.0.64.129","TCP","64","0","122","0x0100 (256)","15396  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5459","0.093014","0.000001","123.83.2.36","10.0.64.129","TCP","64","0","114","0x0100 (256)","15546  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5460","0.093016","0.000001","123.83.2.31","10.0.64.129","TCP","64","0","114","0x0100 (256)","15541  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5461","0.093018","0.000001","91.211.7.28","10.0.64.129","TCP","64","0","122","0x0100 (256)","15346  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5462","0.093019","0.000001","147.227.18.176","10.0.64.129","TCP","64","0","118","0x0100 (256)","18126  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5463","0.093382","0.000362","91.211.7.24","10.0.64.129","TCP","64","0","122","0x0100 (256)","15342  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5464","0.093383","0.000001","91.211.7.85","10.0.64.129","TCP","64","0","122","0x0100 (256)","15403  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5465","0.093385","0.000001","91.211.7.95","10.0.64.129","TCP","64","0","122","0x0100 (256)","15413  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5466","0.093387","0.000001","123.83.2.29","10.0.64.129","TCP","64","0","114","0x0100 (256)","15539  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5467","0.093389","0.000001","212.172.20.47","10.0.64.129","TCP","64","0","123","0x0100 (256)","16654  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5468","0.093390","0.000001","147.227.17.238","10.0.64.129","TCP","64","0","118","0x0100 (256)","17932  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5469","0.093392","0.000001","91.211.7.65","10.0.64.129","TCP","64","0","122","0x0100 (256)","15383  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5470","0.093394","0.000001","212.172.20.55","10.0.64.129","TCP","64","0","123","0x0100 (256)","16662  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5471","0.093395","0.000001","91.211.7.74","10.0.64.129","TCP","64","0","122","0x0100 (256)","15392  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5472","0.093661","0.000265","147.227.17.251","10.0.64.129","TCP","64","0","118","0x0100 (256)","17945  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5473","0.093663","0.000001","123.83.1.225","10.0.64.129","TCP","64","0","114","0x0100 (256)","15479  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5474","0.093665","0.000001","206.126.37.64","10.0.64.129","TCP","64","0","117","0x0100 (256)","19577  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5475","0.093667","0.000001","123.83.2.44","10.0.64.129","TCP","64","0","114","0x0100 (256)","15554  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5476","0.093668","0.000001","123.83.1.233","10.0.64.129","TCP","64","0","114","0x0100 (256)","15487  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5477","0.093670","0.000001","147.227.18.58","10.0.64.129","TCP","64","0","118","0x0100 (256)","18008  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5478","0.093672","0.000002","91.211.7.79","10.0.64.129","TCP","64","0","122","0x0100 (256)","15397  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5479","0.093674","0.000001","91.211.7.44","10.0.64.129","TCP","64","0","122","0x0100 (256)","15362  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5480","0.093675","0.000001","212.172.20.68","10.0.64.129","TCP","64","0","123","0x0100 (256)","16675  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5481","0.093677","0.000001","147.227.18.112","10.0.64.129","TCP","64","0","118","0x0100 (256)","18062  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5482","0.093679","0.000001","91.211.7.38","10.0.64.129","TCP","64","0","122","0x0100 (256)","15356  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5483","0.093681","0.000001","91.211.7.109","10.0.64.129","TCP","64","0","122","0x0100 (256)","15427  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5484","0.093732","0.000051","123.83.1.249","10.0.64.129","TCP","64","0","114","0x0100 (256)","15503  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5485","0.093734","0.000001","123.83.2.57","10.0.64.129","TCP","64","0","114","0x0100 (256)","15567  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5486","0.093736","0.000001","212.172.20.73","10.0.64.129","TCP","64","0","123","0x0100 (256)","16680  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5487","0.093738","0.000001","212.172.19.228","10.0.64.129","TCP","64","0","123","0x0100 (256)","16579  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5488","0.093740","0.000001","91.211.7.102","10.0.64.129","TCP","64","0","122","0x0100 (256)","15420  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5489","0.093741","0.000001","91.211.7.83","10.0.64.129","TCP","64","0","122","0x0100 (256)","15401  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5490","0.094073","0.000331","172.212.18.232","10.0.64.129","TCP","64","0","123","0x0100 (256)","17967  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5491","0.094074","0.000001","212.172.20.46","10.0.64.129","TCP","64","0","123","0x0100 (256)","16653  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5492","0.094076","0.000001","123.83.2.75","10.0.64.129","TCP","64","0","114","0x0100 (256)","15585  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5493","0.094078","0.000001","91.211.7.111","10.0.64.129","TCP","64","0","122","0x0100 (256)","15429  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5494","0.094080","0.000001","91.211.7.80","10.0.64.129","TCP","64","0","122","0x0100 (256)","15398  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5495","0.094081","0.000001","123.83.1.217","10.0.64.129","TCP","64","0","114","0x0100 (256)","15471  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5496","0.094338","0.000256","123.83.2.55","10.0.64.129","TCP","64","0","114","0x0100 (256)","15565  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5497","0.094340","0.000001","75.75.6.180","10.0.64.129","TCP","64","0","106","0x0100 (256)","15706  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5498","0.094341","0.000001","91.211.7.51","10.0.64.129","TCP","64","0","122","0x0100 (256)","15369  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5499","0.094343","0.000001","172.212.18.238","10.0.64.129","TCP","64","0","123","0x0100 (256)","17973  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5500","0.094345","0.000001","147.227.18.135","10.0.64.129","TCP","64","0","118","0x0100 (256)","18085  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5501","0.094347","0.000001","123.83.2.83","10.0.64.129","TCP","64","0","114","0x0100 (256)","15593  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5502","0.094348","0.000001","147.227.18.125","10.0.64.129","TCP","64","0","118","0x0100 (256)","18075  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5503","0.094350","0.000001","91.211.7.33","10.0.64.129","TCP","64","0","122","0x0100 (256)","15351  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5504","0.094352","0.000001","212.172.19.144","10.0.64.129","TCP","64","0","123","0x0100 (256)","16495  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5505","0.094354","0.000001","172.212.19.11","10.0.64.129","TCP","64","0","123","0x0100 (256)","18002  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5506","0.094465","0.000111","147.227.18.133","10.0.64.129","TCP","64","0","118","0x0100 (256)","18083  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5507","0.094467","0.000001","147.227.18.128","10.0.64.129","TCP","64","0","118","0x0100 (256)","18078  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5508","0.094469","0.000001","91.211.7.96","10.0.64.129","TCP","64","0","122","0x0100 (256)","15414  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5509","0.094471","0.000001","212.172.19.139","10.0.64.129","TCP","64","0","123","0x0100 (256)","16490  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5510","0.094472","0.000001","147.227.18.91","10.0.64.129","TCP","64","0","118","0x0100 (256)","18041  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5511","0.094474","0.000001","123.83.1.221","10.0.64.129","TCP","64","0","114","0x0100 (256)","15475  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5512","0.094476","0.000001","172.212.19.12","10.0.64.129","TCP","64","0","123","0x0100 (256)","18003  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5513","0.094478","0.000001","123.83.2.26","10.0.64.129","TCP","64","0","114","0x0100 (256)","15536  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5514","0.094479","0.000001","212.172.19.157","10.0.64.129","TCP","64","0","123","0x0100 (256)","16508  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5515","0.094481","0.000001","91.211.7.92","10.0.64.129","TCP","64","0","122","0x0100 (256)","15410  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5516","0.094483","0.000001","172.212.18.247","10.0.64.129","TCP","64","0","123","0x0100 (256)","17982  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5517","0.094801","0.000318","206.126.37.93","10.0.64.129","TCP","64","0","117","0x0100 (256)","19606  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5518","0.094803","0.000002","147.227.18.126","10.0.64.129","TCP","64","0","118","0x0100 (256)","18076  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5519","0.094861","0.000057","212.172.20.77","10.0.64.129","TCP","64","0","123","0x0100 (256)","16684  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5520","0.094863","0.000002","123.83.2.28","10.0.64.129","TCP","64","0","114","0x0100 (256)","15538  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5521","0.094864","0.000001","123.83.2.96","10.0.64.129","TCP","64","0","114","0x0100 (256)","15606  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5522","0.094866","0.000001","172.212.19.117","10.0.64.129","TCP","64","0","123","0x0100 (256)","18108  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5523","0.094868","0.000001","147.227.18.155","10.0.64.129","TCP","64","0","118","0x0100 (256)","18105  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5524","0.094870","0.000001","123.83.1.251","10.0.64.129","TCP","64","0","114","0x0100 (256)","15505  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5525","0.094871","0.000001","147.227.18.141","10.0.64.129","TCP","64","0","118","0x0100 (256)","18091  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5526","0.094873","0.000001","172.212.19.47","10.0.64.129","TCP","64","0","123","0x0100 (256)","18038  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5527","0.094875","0.000001","91.211.7.67","10.0.64.129","TCP","64","0","122","0x0100 (256)","15385  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5528","0.094877","0.000001","147.227.18.160","10.0.64.129","TCP","64","0","118","0x0100 (256)","18110  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5529","0.094879","0.000001","147.227.18.151","10.0.64.129","TCP","64","0","118","0x0100 (256)","18101  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5530","0.094975","0.000096","91.211.6.192","10.0.64.129","TCP","64","0","122","0x0100 (256)","15254  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5531","0.094977","0.000001","123.83.2.15","10.0.64.129","TCP","64","0","114","0x0100 (256)","15525  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5532","0.094979","0.000001","172.212.19.34","10.0.64.129","TCP","64","0","123","0x0100 (256)","18025  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5533","0.094980","0.000001","91.211.7.70","10.0.64.129","TCP","64","0","122","0x0100 (256)","15388  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5534","0.094982","0.000001","123.83.2.38","10.0.64.129","TCP","64","0","114","0x0100 (256)","15548  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5535","0.094984","0.000001","123.83.1.222","10.0.64.129","TCP","64","0","114","0x0100 (256)","15476  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5536","0.094986","0.000001","91.211.6.207","10.0.64.129","TCP","64","0","122","0x0100 (256)","15269  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5537","0.095350","0.000364","91.211.7.72","10.0.64.129","TCP","64","0","122","0x0100 (256)","15390  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5538","0.095352","0.000001","123.83.1.220","10.0.64.129","TCP","64","0","114","0x0100 (256)","15474  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5539","0.095354","0.000001","206.126.37.124","10.0.64.129","TCP","64","0","117","0x0100 (256)","19637  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5540","0.095356","0.000001","91.211.7.61","10.0.64.129","TCP","64","0","122","0x0100 (256)","15379  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5541","0.095357","0.000001","212.172.19.205","10.0.64.129","TCP","64","0","123","0x0100 (256)","16556  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5542","0.095359","0.000001","123.83.2.23","10.0.64.129","TCP","64","0","114","0x0100 (256)","15533  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5543","0.095361","0.000001","147.227.18.96","10.0.64.129","TCP","64","0","118","0x0100 (256)","18046  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5544","0.095363","0.000001","95.173.168.10","10.0.64.130","TCP","64","0","243","0x4b9d (19357)","2892  >  1986 [SYN] Seq=0 Win=4096 Len=0"
"5545","0.095501","0.000138","95.173.168.10","10.0.64.128","TCP","64","0","243","0x4b9b (19355)","2940  >  1986 [SYN] Seq=0 Win=4096 Len=0"
"5546","0.095503","0.000001","206.126.37.68","10.0.64.129","TCP","64","0","117","0x0100 (256)","19581  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5547","0.095504","0.000001","172.212.19.73","10.0.64.129","TCP","64","0","123","0x0100 (256)","18064  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5548","0.095506","0.000001","123.83.2.48","10.0.64.129","TCP","64","0","114","0x0100 (256)","15558  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5549","0.095508","0.000001","75.75.6.214","10.0.64.129","TCP","64","0","106","0x0100 (256)","15740  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5550","0.095510","0.000001","91.211.7.84","10.0.64.129","TCP","64","0","122","0x0100 (256)","15402  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5551","0.095511","0.000001","147.227.18.114","10.0.64.129","TCP","64","0","118","0x0100 (256)","18064  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5552","0.095513","0.000001","206.126.37.73","10.0.64.129","TCP","64","0","117","0x0100 (256)","19586  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5553","0.095515","0.000001","123.83.2.37","10.0.64.129","TCP","64","0","114","0x0100 (256)","15547  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5554","0.095517","0.000001","123.83.1.244","10.0.64.129","TCP","64","0","114","0x0100 (256)","15498  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5555","0.095518","0.000001","91.211.7.57","10.0.64.129","TCP","64","0","122","0x0100 (256)","15375  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5556","0.095520","0.000001","123.83.1.246","10.0.64.129","TCP","64","0","114","0x0100 (256)","15500  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5557","0.095522","0.000001","123.83.2.51","10.0.64.129","TCP","64","0","114","0x0100 (256)","15561  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5558","0.095601","0.000079","123.83.1.252","10.0.64.129","TCP","64","0","114","0x0100 (256)","15506  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5559","0.095603","0.000001","147.227.18.177","10.0.64.129","TCP","64","0","118","0x0100 (256)","18127  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5560","0.095605","0.000001","123.83.1.248","10.0.64.129","TCP","64","0","114","0x0100 (256)","15502  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5561","0.095607","0.000001","212.172.19.229","10.0.64.129","TCP","64","0","123","0x0100 (256)","16580  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5562","0.095608","0.000001","91.211.7.94","10.0.64.129","TCP","64","0","122","0x0100 (256)","15412  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5563","0.095610","0.000001","95.173.168.10","10.0.64.131","TCP","64","0","243","0x4b9e (19358)","2893  >  1986 [SYN] Seq=0 Win=4096 Len=0"
"5564","0.095612","0.000001","95.173.168.10","10.0.64.129","TCP","64","0","243","0x4b9c (19356)","2941  >  1986 [SYN] Seq=0 Win=4096 Len=0"
"5565","0.095769","0.000157","123.83.2.59","10.0.64.129","TCP","64","0","114","0x0100 (256)","15569  >  80 [SYN] Seq=0 Win=16384 Len=0"
"5566","0.095771","0.000001","123.83.1.235","10.0.64.129","TCP","64","0","114","0x0100 (256)","15489  >  80 [SYN] Seq=0 Win=16384 Len=0"
